70	1	 I want to know when the auditions are Mander! Text or...reply please!
71	1	 I'll stop by for a bit when I'm off.  But have to rush to rehearsal - no quiet for me tonight.
72	1	Whoa, I didn't mean to sleep for more than an hour
73	0	In bed after a good last saturday in ec. I'm gonna miss this place but can't wait til summer
74	1	 Is the Bee to Busy to talk to his buddy on Yahoo?
75	1	I need followers!!!
76	1	Im on my way to brookings
77	1	_44 Thanks!! It was a bit out of my comfort zone but it was fun
78	0	there are many jobs I aspire to, supervisor is not one of them  talk about too much stress for too little pay
79	1	is watching the canucks
80	2	 Thats ok...ur a good person + My Idol soo good people deserve sum good comments..hows the weather ova der --London is cold
81	1	blerg, **** you Monday, why must you always come.  Decent weekend, new glasses, hair color and got carded at Gamestop = awesome ego boost
82	2	In children's hospital ER hoping Meredith does NOT have a broken elbow/arm
83	1	gprof problem on Mac  why ??
84	2	 Nice to see you tweeting!  It's Sunday 10th May and we're celebrating Mother's Day here today. So be nice to yer Mom
85	2	 Yay! You finally get to have a trip away from home again! How exciting! You 2 going to shop a bit ?
86	1	done with the fkn exam! n just bought the mothers day gift, finally... tada! the new prada fragrance  going to meet up mum n fam now : ...
87	2	just got home from a partyyyy. had a good time. can't wait for my birthday in 7 days!
88	2	Goodnight Beautiful world  sweet dreams. olive juice!
89	2	_Gamefan Thanks  I love &quot;Misery Business&quot;; Paramore is such a great band!
90	1	Yay for St Louis traffic
91	1	 I have to pee.
92	1	  hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy&lt;3 love that dog
93	2	 awesome! I am at 1505 west lake street: right across from the dunn brothers on lake
94	1	 i got followed by one that says she doesn't talk to &quot;god people&quot;-i wonder if she talks to &quot;goddess people?&quot;
95	1	 http://twitpic.com/66r0u - uh wait...i thought this was the 29th...tonight
96	0	Will this rain ever go away, my puppy is getting cabin fever and she doesn't like going out in the rain
97	2	Great meeting...lunch on the patio in the sunshine...nothing more perfect  busy day...time for bed, ahhhhh
98	1	&quot;We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet&quot; finding nemo
99	1	 hey adt, guess what. my princelple's number plate is adtï¿½000 well its not 000, i just dunno the numbers.
100	0	Get into me not going. lol at least I didnt get my hopes up
101	1	 u drink mor than all th #g1freaks put togetha!
102	0	FC is finally up again. it's about time. i hate that this keeps happening
103	1	1st day of work today was a bit tiring but ok lol now onto college work
104	2	 Lmao dimples naww thats cute , ok ill try to remember first of winter is dimple day
105	1	does anybody want to throw a baseball around with me?
106	2	 HAHAH you know you loved the hannah montana movie  it was aweesome
107	2	 And U are doing Brilliantly sweetie!!!   Blessings and Joy to you!!!
108	1	upgraded
109	2	 I'm glad you liked it   Want more?
110	1	Done with my drew and jayk handmade gifts now watching old menudo vids
111	1	 Whaat? That would seem to be a very powerful spell. Kind of tips the scale in their favor.
112	0	twitter is acting weird
113	1	 and  there is no top 40 radio station in fresno!
114	2	 In two months i will have something of the kinf of prom  and i'm really excited! and you haven't any contact to her?
115	0	Home Sweet Home by Carrie Underwood makes me sadd
116	0	I am not doing much  all well!
117	1	oh man had great nap (still alittle tired) having pizza for dinner.
118	0	 your knowledge of X-men is starting to scare me
119	1	JONAS is awesome! I just watched Groovy Movies  Frankie,, was weird lol
120	1	Photo: novusnovendo: EYECANDY + LIVE = like a ****! only he keeps his clothes on  BUT he can take them... http://tumblr.com/x2k1wga72
121	1	starting tm alex and i are doing a whole week of no going out and spending money that we dont have.
122	0	so bored  Gonna go to the Carnival and get an all day pass tomorrow. Excited for that, but very bored today.
123	0	 Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned.
124	1	home from taking Nick home - a little lighter in pocket after being flashed by a speed camera
125	1	says she wants to be w/ marykay @ sendai right now
126	2	Awesome beer pong party at my house in the yard tonight  going in when the sun is rising is officially B.A.
127	2	 i love electro house
128	2	possessed beyond certainty that she has made the rite decision
129	0	 gah! no money..... at least not for bakugan
130	1	I'm drawning in emails
131	0	 physics  the most boring class ever!
132	1	 I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler
133	2	 lol yep  tell rhonda i said happy mother's day!
134	1	Well, I made the list look better, but I can't do anything about the number pictures, since I already closed that tab.
135	1	bbq party
136	0	is upset, I left my phone at home again
137	1	 Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.
138	1	: Omg! I never got your message so I didn't notice until I was looking back a ways! Sorry, that was a good idea though...lol
139	1	 nvm i just got ur message that ur sick
140	1	 It tells me I'm not a member of the private beta  and I'm not going to just start pretending to assassinate people
141	2	*yaaaawwwwnnnn* thx to bank holiday... let's see what today has prepared for us...
142	0	Apparently it's 21 degrees in Kilkenny now! And some comedy would be a great remedy to my boredom! Why the hell did I leave Kilkenny!?
143	2	 haha im jewish, i love that one
144	1	Happy Grey's day everyone! Oh I miss Grey's!!
145	0	 Uhhh.. not yet, maybe my DM inbox is just slow. I'll let you know when it shows
146	0	 aww im sorry im home now hope your ok  i love ya wifey &lt;3 ****
147	2	_Dude Very nice. Good night
148	0	Epsilon Greater than Zero misses her Mommy.  http://apps.facebook.com/catbook/profile/view/5626035
149	2	http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best
150	2	Right! Into action! Grab a shower, grab my camera and, I think, a walk in the sunshine along the canal. Later, good tweeple
151	1	http://snipurl.com/hbp3g  Canalway Cavalcade over in 'little venice' near Warwick Avenue - on today too
152	1	 /drool. I still need to 100% the first one
153	2	Eating a dillybar from DQ! Yuuum
154	2	Just got home. :3 Was pleased with Star Trek.
155	1	is not sleeping because he has paperwork to do.
156	0	 I'm having the same problem
157	2	  Hope you have a better weekend then..
158	2	 congrats ya ran
159	1	 We don't have either of those here.
160	2	_aguirre  not going anywhere &amp; when my book finally gets hre It will be cool 2 know wht Butch looks lk..LOL It was going in mail tdy
161	1	 Press 'Ctrl' on bottom right. The underscore for E71 is there.  KY
162	0	 They don't let the queer boys donate blood.
163	2	 LOL she is okay, its just he songs are so catchy they get stuck in my head
164	2	 Having a Leatherman, is a MUST, really for anybody! You never know, when you might need one &amp; it gets the job done.
165	1	wishes  would admit she has a new lovah
166	1	 home now and added a few more Grice's to my list
167	2	my body isnt itching anymore
168	1	is watching wolverine at last.
169	2	Crawling into bed super happy that the Penguins won tonight
170	1	 It's good they're realistic, but I still don't like thinking about it!!!
171	2	saying goodbye to my parents at the airport.  it was great having them around.
172	1	http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth
173	1	Come See Me Live On Stickam  http://www.stickam.com/valentine_rock
174	1	_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi
175	1	uploading photos.   (on: Facebook, &amp; Friendster... Myspace later.)
176	0	 MISS YOU, TOO!
177	1	Sasha's helped too, of course
178	1	  Is there going to be any more TAI TV? Ah I hope so
179	2	A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks
180	1	Thinking about Con Law, fighting a headache, &amp; Paying bills...
181	1	So slpy 2day  zzzz
182	0	 l'm on 3 days too matt. No fun this weekend.
183	2	FINALLY DONE WITH MY PROJECT !  now its 3:12 am  haha goodnights ! &lt;3
184	2	  I've had that before...sometimes, they turn into other things; felt is very forgiving. Remould? Cut up and re-form?
185	1	 Indeed I did get your song however am unable to listen.
186	1	 O: aw, frank  i like that movie, it's cool. i don't fully understand, but i think that's cool (:
187	1	Ok, sending me messages asking to set my blog live won't work (linked to my developing website)! Take a tip from  and be patient!
188	2	Hey, thanks for the follow, wow this is exciting a new tweet.
189	2	Cool music collection, can be used for non-intrusive background music - music from keygens!   http://www.keygenmusic.net
190	1	is needing to make a new video
191	1	 how about a new article on finding your YouTube channel stats in your Google Analytics account? Can't find it
192	2	 let me guess ... ran a few miles?  Respect dude, I can't do it.  Maybe you should train me
193	0	 http://twitpic.com/67uc7 - can you lend me one? I have a cold too
194	2	Just finished The Minish Cap. It's a great game! I'll miss Ezlo and Link.
195	0	GIVE A HATER A Hug ? Why would you do that? I don't like mwean people
196	0	Need to come up with another blog post today. But for now, I AM SLEEEEEPPYYYYYY!!!!!!!!
197	0	Uh. Finally home, but completely wiped.
198	0	Traffic is horrific on 695..I jus wanna gt my dog
199	2	http://twitpic.com/4jkea -  now has 10,000 followers! Congrats!
200	2	mmm, just had the best delicious chocolate pancakes for tea break. oh thank God for HERHSEY'S Chocolate Syrup!
201	1	is back from a weekend get away
202	0	Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents
203	0	Ugh!! Why isn't inFamous on xbox360!!!?? **** lame.. Its only on PS3..
204	1	should have started working on this lecture MUCH earlier  using tag clouds from google news to explain basics of content analysis...
205	1	 nope
206	1	 It's because we're right
207	0	It was my fault for leaving my flip-flops outside my locker while swimming at USF Koret but why oh why would you want to take 'em? #R2IMT
208	1	:o Wow only just found out new xbox is called xbox720 , how did i not no im a geek ...
209	1	_lavish i told diamond to follow you. and why u aitn share the starburst
210	1	well - that blows.  Sorry to cut it short. It wont work for me. I didnt get to say bye..so goodnight guys - thx for watching!  Love u guys
211	0	no one calls me anymore
212	2	Playing Ghost Online is really interesting. The new updates are Kirin pet and Metamorph for third job.  Can't wait to have a dragon pet
213	1	 Pigs catching Swine Flu and Avian Flu, risking the development of Flying Pig Flu? Awesomely funny
214	1	 The portuguese national library could use it also. Right now they seem to be in a ca. 1995 web. Example http://u.nu/7y68
215	1	_0robertpatt Why do they do that?!
216	1	listening to a new Stolen Sheep record
217	0	 **** it! Must be Morrisons then
218	0	They had a site, then a blog, now they have the worst zoning/concept of the year - Heaven.fr, tell meh it's a fake
219	1	Off to church now...
220	1	 May the fourth be with you
221	0	 that is sickening... Just shoot at will? Smh... Prayers for his family...
222	2	 that's great!
223	2	 Kat Stewart did a great job with a great character not that I watched #underbelly in Victoria
224	1	: Geez, a cool man like him be the villains. Too bad
225	2	 YEAY!. haha. thank you so much jiah
226	1	 You can find more info on getonu2.com We hope to launch the project this week. Then we'll really need some help to release it!
227	2	 Hey babe, nothing much tryin to see what imma do at work today lol, look like the load isnt so bad.
228	2	Haha. It's pretty good  they're making something with chicken  yum!
229	2	good morning people !! in good old germany is it soooo cold
230	2	 i agree
231	0	homework on a friday night...lame
232	0	installed the new modem which is meant to run 5 times faster than the old one and its slower  what the hell? gah slow internet kills me
233	2	Good am all..: hanging out with ma dad 2day, looking for a job still..
234	2	Gudluck to   !!
235	0	It's called communifuckingcation.....learn it, know it, do it. These stupid **** people!
236	2	 Ciara was great at SNL..Kim...you were mentioned on SNL tonight..Justin T was really good also
237	1	food...food...FOOD!
238	2	 Thanks  Will Do
239	0	I fall asleep and didnt get to see the jonas brothers web cast  ... Still tierd
240	1	Can not afford the DR this year. I just can't pull it off this time.
241	1	 I'm having elevated error rates... StreamKeys not found, and then connection problems. Server migration isn't easy, huh  ?
242	0	I need to play inFamous... Where's a free Blockbuster rental coupon when you need one? I miss that Coke Reward
243	0	 You can get into Canada, but I can't?  WTF!!!   (Seriously, I'm not allowed to cross the border!)
244	1	will be doing all the chores just for her mama
245	1	 well, the requirements are quite high as well
246	0	going to bed its late and I have headache
247	1	Awwwwwww holly
248	2	enjoying and exploring my n96 phone.. grr.. it's awesome.. but i wanted the samsung omnia..
249	2	 my pleasure, its a great recipe
250	1	 yay, you get to ride on the tow truck. How cool is that?
251	1	 yeah i did  i remember it na....... i did watch it before )
252	2	 I've thought about it several times . got a few good friends there!
253	1	 ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing &amp; not clunky. -just a few!
254	2	is predicting a heavyweight battle between Lakers and Cleveland on the Finals! Well, hopefully! *crosses his fingers*
255	0	 Bro. Martin!! I need you to repent!! Pam said we were going to get to meet you last wknd...
256	0	_watkins Oh my gosh ian i always miss you when your on
257	0	 LIKE DREW SAID &quot;GIVE TC A CHANCE&quot; WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC
258	1	 wow.???? ??????
259	1	 I will try. But I don't care what my mum says
260	0	 I wasn't given an exact date, but it shouldn't be much longer. Please accept our apologies for the inconvenience!
261	1	 she was wonderful, did not get to meet her though
262	0	 140 characters, I find, is rarely enough to elaborate much upon anything.
263	1	 turn on your closed caption ... Then you can read and watch animal planet at the same tiime.
264	2	 thanks!! Yes!! A lot!
265	1	 You too, Rus!
266	2	 Hello!! sounds very good, you can count on me, I follow you!!!
267	1	 testing.... Hey! I gotta add you as someone to follow
268	1	 I've lost count of the number I've rung today already    Were going to Wales, but I'm due in court on monday!
269	2	Twas a good show. I even liked Ciara's last song.   Time for me to go to bed. G'night!
270	1	 For me everything ok except install crashed at the end and now Safari crashes at every cmd+Q
271	2	 Yes, people skills and social manners are quite nice.  If you a few billion, guess you need MORE love to gently guide you.
272	2	Goodmorning twitter bugs.. happy monday to you all! Today marks my first official day at my first fulltime job.. time to get ready!
273	2	 Awww  You'll Be Fine...
274	2	 you can explore the site 2 and find cool stuff
275	2	Happy Mother's Day, amma!  I made u cake, remember? U loved it!
276	2	_rubadeau Last weekend I had a pretty solid brunch at Bar Wellington. Hard to screw up steak and eggs, though
277	2	  good as, cya in melbourne
278	1	 Welcome back!
279	2	 Lucky you  I face south so I can hear them, and see them reflected off Phillips Point
280	1	 of couuuurse fika  i'll pray thes best for you then.
281	0	They just admitted my grandma to the hospital... Shes my only last one  please pray for her
282	0	A Banana and 2 cups of Coffee...Not a so Healthy Breakfast!
283	0	 that really sucks - I think I might cry if I skipped over anything important I don't have. Comps are getting to be disposable
284	1	 They should add Dunkin Donuts to their menu too.
285	1	Is up, coffee in hand with laminate floor to lay then Footy to watch and play, living the dream
286	1	No 1 evr brngs me a starbux!   *~CoRiEoGrApHy~*
287	0	went to bed last night with the feeling of a migraine coming and woke up feeling worse.
288	2	_city Hey, u like FOB 2! Follow me, luv 2 talk more, looking 4 frineds + followers!  ~Ellen~
289	1	i need to see ...now! someone buy me a plane ticket, please?
290	1	@ ginniejean there's a lot of mojo all over the place...  yes.
291	2	 THANK YYYYYYYYYOOOOOOOOOOUUUUU!
292	1	off to the family party
293	0	Lucy has an upset tummy and sore leg  http://apps.facebook.com/dogbook/profile/view/182397
294	0	4am Hubby's alarm-song playing was &quot;Blame it on the Alcohol&quot; Of course I couldn't get back to sleep after cause thinking of Joe on cruise
295	0	ready for the weekend and sad that I have to be at the office again tomorrow morning
296	1	 You are right.  If you ordered a static IP it should have been set up.  I apologize if it was not
297	0	 I wish I could still drink it but I had two bad nights with white wine in London and then I was sick for almost a week
298	2	 very talented Sam
299	1	 I know.     #hhrs
300	1	WOW Panic at the disco en Abbey Road
301	2	 Hi Selena i made this team to support you in Greece and Cyprus
302	2	I love that my boyfriends loves my mac n cheese. he even took some to work with him
303	0	I really ain't woth a ****. I can't do anythin right.   What's wrong with me?
304	1	Making an iMovie of college
305	0	NO MORE MSHS!!!!!!!! Gotta go to work...too tired
306	2	 so how is the most wonderful mommy in the world doing?
307	1	All the food in my house has sugar ants in it
308	1	 love you loads hun ) hot weather gutted i aint with you now chillaxing  but we got tomoz  xxxx
309	1	 awww  well I am here...just in case...I am not like THE PERFECT FUNNY FRIEND but I`m here hehe
310	0	 wheres the music mannnn!!?? my inbox is still empty
311	2	 LOL good to know the time in LA, it's a 9h time difference ...  good morning to ya
312	2	 I think that normally we are drawn to people familiar or similar to us. The cougar thing is for some quick fun.
313	0	Last day at DMA over!     a million sad faces.
314	1	oh about you lol sorry my minds always on you
315	0	omg i didnt tweet all that much today.... *sadness*
316	2	please please please please let my match be cancelled today. PLEASE
317	0	 Awww Thatss Well Sad  x
318	2	 Soon I hope... Really need to finish the cloning project so I can get more done
319	0	Hairdye patch test has just smeared all over my WHITE duvet cover  **** ****. &lt;3
320	2	City Dippin iz u fun, so much eye candy out here...I remember y I miss  LOL
321	0	I'm SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i'm alone on maui
322	1	Can you dig it, sucka?  Booker T.  Former WWE Wrestler
323	2	It's fun
324	2	Getting back my English minor exam soon. dum dum dum duuuum. Me and Margrete had a burping comp. haha. I WON
325	2	Watching Oceans 11 in Vegas - seems so appropriate
326	2	Working technology! I love you WAZ!
327	1	MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &amp;$25 GiftCert to HipFabric!! GO check it out
328	0	 **** that is awful... could not believe it at first... so sad
329	1	voyed on MTV Movie Awards  Mostly on TWILIGHT and SLUMDOG   http://is.gd/wBt6
330	2	A singing girl. Talented, yeah. Good to complain about? No
331	1	SB 239K.  Flop A Q 9.  4 players check. Turn 9. I check call 200 bet. River brick. I check call with trip 9's with K kick. He shows A9.
332	0	 lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/
333	1	It takes nearly 2 days to figure out what causes the mic problems at #euruko: Do not hold the mic at the bottom!
334	1	 haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early
335	2	Good Morning Twitter Bugsssss 8:48am and my day starts nowwwww
336	1	Is at a photoshoot.
337	1	I have to work tonight  But I get my paycheck!
338	1	 Jars was gonna be my answer
339	1	rap battling at second sat, now at the moviesss  haha &quot;i swim in a lake of ****&quot;- Matthew M. ( Ghosts of Girlfriends Past)
340	1	i can't believe my little brother is married...
341	1	Time to wind down and relax a little.  I can only change the world a little through Twitter each evening.  The rest will be up to others.
342	0	Watching NHL playoff Game1 tomorrow night if anyone is interested, and I know that none of you are.
343	1	 no, sir, they did not! i was amazed when i woke up this morning.
344	1	http://twitpic.com/4jerc view of Atlas Mountains, Morocco across the Straits of Gibraltar, I took the other day from Europa Point, Gib
345	0	Craving munchkins so bad.
346	2	oh god they're breaking down so much plaster what are they doing in there  i like walls, thanks!
347	2	_Joelted i will definately be there tomorrow
348	0	so bored without a camera
349	2	 what did someone do? and good morning
350	1	 awwww i cried...makes me cry  i love joey!
351	0	 NOOOOOOO!!!!!!!!!!!!! why in july? im gonna be back home  NOOOOOOOOOOO!!!!!!!!!
352	2	 Clever girl
353	0	UP is out today!!! Why why why why does my head hurt so badly??!?!??!!?   I want to see it!!!
354	0	This is what I have to give a 7 day old baby  poor thing  http://yfrog.com/6pwwlj
355	1	Just dropped my sistah off @ lax.    #fb
356	1	phone was acting crazy today so i missed all my tweeties' updates  but i fixed it
357	1	_double as if there are any other kind  http://myloc.me/Fkl
358	0	Ghhh! Went an hour earlier to bed thinking ill get an area hr of sleep, woke up an hr earlier. Today is gonna be a looooong one again.
359	0	After work....Hillcats game!   .25 cent hot dogs haha
360	0	My head hurts
361	1	 lol I really wanna go there!! Imma check the vid out rite now
362	1	 with 14mph winds!!
363	1	 Wow- you are sharing some of my long list.
364	1	maaaaan last night was a funny night! sad aswell tho
365	0	It just occured to me..... tonight is Cheri's Prom Night......I was suppose to go with her...... 970 miles makes that kind of difficult.
366	2	 jass warn me b4 u go to nxt war...i am there to have fun...
367	1	 What are u going to do today my girl?
368	1	I see 
369	2	ready for a day full of His presence  i'm expecting the best!
370	0	still trying to get better  had to get mommaz lovin..headed to her house.. ahhhhhh i so hate this feelin!
371	1	 no i mean 2moz. I'm workin' 7-1 in a bakers then 6-4 later in a pub
372	1	trying to get a sale in my job...
373	2	has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off  #jottonia looks good too
374	1	 hey you!
375	1	is TATTEDDDDD!!!!!!!!!!!!!
376	2	 Yes we did!  Thank You!!
377	1	_Girl Girl, those are bangin' shoes!!!  Work it!
378	0	 when I tried to go to her's I got this message &quot;That page doesn't exist! &quot;
379	1	another week starts
380	1	 soz i neva saw this message till now...if u add then delete me i cant see any messages uve left on my page
381	2	 Mine too! Hayley is great
382	0	I definitely missed listening to The Spill Canvas, I miss seeing them live as well  &quot;Now I'm in stitches ooooover you and oooover you, oh&quot;
383	0	I have to goto work now ahhh kill me  my life isn't going the way I want it too atm. Ta ta kids x
384	1	 Don't know yet  Lemme know if you come up with something though.
385	1	First Day for research at Edmonton General
386	1	 Yes, I'm originally from Argentina. And very 'mystic' about that  ...ï¿½ bientï¿½t de te lire Quincy!
387	1	Jacqueline Wilson day on CBBC
388	0	gear troubles all day long!
389	1	workin.. still lol i wanted to go to the spring game
390	0	to save my heart I think Imma let go! I can see myself getting hurt with you!
391	1	just joined Twitter...     Hiya world!
392	1	 i love those boys. i missed the chat yesterday  it was the firts &amp; only one i'll miss though! &lt;333 Nick Jonas &lt;3333
393	2	 have fun without me pasty  &lt;33
394	2	 hahah no not that valley. that's cool valley. texas valley. like...rio grande valley. ahhaha i wish i lived in california valley
395	1	pretty bummed that it had to rain last nite! oh well  still had fun! Goldfish is highly overrated!
396	0	_yst so u are very burnt  sorry back or front burnt?
397	0	Mourning Venus' Third Round Loss....
398	1	just installed Windows 7 RC, so far no mushroom cloud yet.
399	1	mozert requiem tonight
400	1	Downloading TF2, a mere 6.3G ... 3% nearly instantly now down to about 500KB
401	0	**** you is all i have to say
402	2	Just got home from Stacey's lovely wedding
403	2	Happy Mother's Day!!!  I'm at the beach with my family. It's a warm, clear night with a beautiful full moon...
404	1	hubby is snoring!  but I still love him
405	1	 that's such a long time from now
406	1	Finally it's Friday! Things are going to be so different starting next week...my house will be empty!
407	1	 Have you been going to the Trop for the last 5 years?  No more games for you!
408	2	Yah! Feeling better and had a beaut day - Sophie razzing it at the skateboard park (at all of 3 yrs) and Charli happy at school
409	1	&quot;leave the pieces&quot; - the wreckers... hmm
410	1	 umm..nope not anymoree
411	1	 Just got it a few hours ago! So not yet!
412	1	Hate this song  ? http://blip.fm/~5jg6f
413	1	Building Websites
414	2	 yeah yeah gd night then
415	1	  i'll visit ny 'til september, no diggnation for me
416	2	 Awww my lovies! Yes I love it all.  And I'm totally finishing my buffalo sammich after a few hits off the new bongie. &lt;3
417	1	hangover today
418	1	I am now Vice President of Social and Cultural Affairs at Southwestern College
419	2	 aww hope uve hada good day  xxxxx
420	1	aaaaaw i want to live in the USA
421	2	Typical overcast bank holiday Monday, glad we went to the beach on Saturday
422	2	 Too much details !!!    (But glad he is better)
423	1	 It's still up the duff boo
424	0	Bad Day. History Test Tommorrow. And I want to go out in the sun and play..
425	0	 ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)
426	0	 Listened to it again coz you reminded me. This is so depressing.  ? http://blip.fm/~5joo9
427	1	TV time  see yall later! xoxo
428	1	 yupp t's better than people being rude to her  x
429	2	 it was great to meet ya katie...awesome shows for sure!! Safe travels home.
430	0	Getting to play golf with our kickin' Leadership Team...I have a feeling they r gonna kick me on the golf course
431	1	just spent the day with Bridget and a small thing that got wind and farted a lot - oh yeah, her baby! Now slightly broody!
432	0	 Good god, no. You can fit very few swear words into 140 characters
433	2	 I'm with you there - filing is so much less fun than sorting cos you still have to look at it &amp; hunt down details
434	1	low low low low low low low low low.............................
435	2	Yogurting. Home from lady Mona's, on the fone w no song from Yoplait. Lookin forward to hrs w  tmorrow &amp; rehearsals  Gnight all!
436	1	getting back from smackdown/ecw show
437	1	 no not yet I ate a couple ;) I love Reeces but they are hard to get in NZ, I stock up bigtime in the States
438	0	 That doesn't sound fun
439	1	 love you ::hugs:but i'm not seeing anything...wondering if i'm doing something wrong)
440	2	 haha, its cos one of your 'tweets' was smile smile smile, so i quoted the boys in reply
441	0	hut myself in the face with a hammer earlier by accident  obviously it hurts.
442	1	 You always catch me away from my computer.  ?
443	1	 How's the head this morning?
444	2	It's beautiful outside. The sun is shining, the birds are singing and I? I'm studying  Wish it were already vacation.
445	2	Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho
446	1	 Good Evening Terri! Have missed you lately, hope life is being good to you. Have a wonderful evening !
447	1	If you guys would be interested in watching me get tattooed tomorrow, let me know!
448	0	 hahahaha wtf dianne????? who twitters that lol...i guess it depends who the person is.....
449	1	New toys.
